Club ID,Club
175308,ALLIANCE UNITED MEN
175320,BURLINGTON SC MEN
175382,FC LONDON MEN
175337,NORTH TORONTO MEN
183404,OAKVILLE SC MEN
175349,SCROSOPPI FC MEN
175355,SIGMA FC MEN
175358,SIMCOE COUNTY ROVERS FC MEN
175397,ST CATHARINES ROMA MEN
175294,VAUGHAN AZZURRI MEN
175367,WOODBRIDGE STRIKERS MEN
