Club ID,Club
175734,THE BOROUGH FC MEN
175326,GUELPH UNITED MEN
175331,HAMILTON UNITED MEN
175387,MASTER'S FA MEN
175391,NORTH MISSISSAUGA SC MEN
175414,PICKERING FC MEN
176208,SUDBURY CYCLONES MEN
175408,UNIONVILLE MILLIKEN SC MEN
183406,WATERLOO UNITED MEN
183408,WHITBY FC MEN
175405,WINDSOR CITY FC MEN
183189,YORK UNITED ACADEMY MEN
